1.puzzle
	Soulution = -1, Generated = 0, Expanded = 0, Time = 0.000004, Expanded/Second = 0.000000

1.puzzle
	Soulution = -1, Generated = 0, Expanded = 0, Time = 0.000010, Expanded/Second = 0.000000

